0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	e
0.03048	0.06313	0.17444	0.01088	0.03730	0.02741	0.11674	0.05375	0.04638	0.13407	0.05645	0.01151	0.01099	0.03537	0.06187	0.07051	0.05778	0.00456	0.17043	0.03001	0.00437	0.03774	0.01942	0.02066	0.11323	0.00596	0.02657	0.00402	0.00180	0.01287	0.01051	0.00595	0.01651	0.00324	0.00683	0.00823	0.01187	0.02817	0.03849	0.00260	0.03058	0.00976	0.02740	0.01012	0.04254	0.01661	0.00994	0.01984	0.04832	0.07486	e
0.17067	0.14332	0.35564	0.02827	0.09887	0.15782	0.29070	0.10575	0.18938	0.31091	0.13438	0.04069	0.06561	0.15033	0.16097	0.18817	0.21627	0.01561	0.31916	0.06662	0.01609	0.11947	0.03387	0.05376	0.32102	0.04599	0.07202	0.03455	0.01250	0.13922	0.12846	0.04351	0.14390	0.00416	0.00931	0.01399	0.04284	0.17218	0.12927	0.00640	0.15314	0.03282	0.08868	0.03603	0.12507	0.10283	0.02883	0.12119	0.11113	0.16146	e
0.34695	0.22002	0.50450	0.05318	0.18185	0.33965	0.44730	0.15183	0.35438	0.46317	0.22268	0.09526	0.20357	0.30935	0.26623	0.32055	0.38773	0.04140	0.42418	0.12668	0.04374	0.24191	0.05333	0.10927	0.48934	0.16020	0.12952	0.17074	0.09718	0.33520	0.32079	0.15786	0.34059	0.00461	0.01021	0.02006	0.10743	0.35259	0.24511	0.01622	0.32818	0.08054	0.18637	0.09207	0.23519	0.27180	0.06471	0.29633	0.18077	0.23555	e
0.49875	0.28231	0.62027	0.08335	0.27637	0.49696	0.57247	0.19217	0.49825	0.58332	0.30631	0.16671	0.36773	0.45580	0.36063	0.44329	0.53096	0.08486	0.49195	0.22140	0.08908	0.37508	0.08288	0.18210	0.61677	0.30980	0.18582	0.35412	0.26754	0.49827	0.48501	0.31614	0.50322	0.00465	0.01016	0.02722	0.20917	0.50554	0.35939	0.03491	0.48574	0.15729	0.29638	0.17769	0.34839	0.43761	0.12054	0.46022	0.25725	0.28715	e
0.61847	0.32765	0.70857	0.11614	0.37224	0.61993	0.66865	0.22901	0.61392	0.67533	0.37669	0.24081	0.51197	0.57447	0.43885	0.54686	0.64313	0.14320	0.53282	0.34241	0.14845	0.49647	0.12652	0.26117	0.71251	0.45133	0.23255	0.51043	0.43453	0.62297	0.61197	0.46661	0.62703	0.00443	0.00961	0.03624	0.33300	0.62505	0.46016	0.06341	0.61091	0.25666	0.39907	0.27806	0.44947	0.57201	0.19289	0.59125	0.33777	0.31301	e
0.71048	0.35827	0.77520	0.14941	0.46209	0.71366	0.74095	0.26532	0.70427	0.74476	0.43102	0.30632	0.62720	0.66565	0.50124	0.62953	0.72921	0.21052	0.55654	0.46666	0.21705	0.59767	0.18524	0.33742	0.78436	0.57061	0.26744	0.63142	0.57017	0.71699	0.70821	0.59141	0.72018	0.00408	0.00886	0.04793	0.45710	0.71638	0.54450	0.10043	0.70686	0.36483	0.48607	0.37699	0.53224	0.67565	0.27343	0.69185	0.41577	0.31396	e
0.78049	0.37844	0.82510	0.18179	0.54199	0.78451	0.79415	0.30408	0.77400	0.79680	0.46984	0.35677	0.71627	0.73269	0.55041	0.69253	0.79476	0.28099	0.57108	0.57741	0.29124	0.67788	0.25571	0.40579	0.83826	0.66675	0.29213	0.72307	0.67510	0.78764	0.78074	0.68974	0.79011	0.00368	0.00811	0.06299	0.56758	0.78563	0.61342	0.14325	0.77955	0.46914	0.55560	0.46433	0.59514	0.75416	0.35332	0.76811	0.48456	0.29437	e
0.83354	0.39259	0.86219	0.21254	0.61059	0.83791	0.83218	0.34755	0.82751	0.83581	0.49526	0.38938	0.78417	0.77840	0.58949	0.73788	0.84449	0.35027	0.58232	0.66901	0.36827	0.73910	0.33174	0.46431	0.87869	0.74267	0.30977	0.79208	0.75499	0.84068	0.83530	0.76549	0.84257	0.00331	0.00746	0.08202	0.65970	0.83795	0.66926	0.18883	0.83435	0.56223	0.60881	0.53566	0.63857	0.81297	0.42623	0.82564	0.53963	0.26126	e
0.87365	0.40424	0.88955	0.24129	0.66817	0.87808	0.85816	0.39644	0.86845	0.86525	0.50999	0.40417	0.83554	0.80421	0.62118	0.76756	0.88216	0.41549	0.59390	0.74195	0.44526	0.78396	0.40707	0.51288	0.90901	0.80194	0.32364	0.84393	0.81543	0.88048	0.87631	0.82321	0.88192	0.00299	0.00698	0.10530	0.73385	0.87742	0.71444	0.23447	0.87558	0.64145	0.64797	0.59009	0.66372	0.85631	0.48894	0.86895	0.57898	0.22229	e
0.90392	0.41568	0.90960	0.26779	0.71585	0.90828	0.87466	0.44965	0.89971	0.88771	0.51690	0.40335	0.87420	0.81037	0.64745	0.78349	0.91066	0.47489	0.60757	0.79888	0.51902	0.81499	0.47706	0.55234	0.93175	0.84785	0.33639	0.88286	0.86103	0.91033	0.90710	0.86692	0.91144	0.00273	0.00666	0.13265	0.79233	0.90717	0.75104	0.27811	0.90657	0.70687	0.67576	0.62857	0.67252	0.88720	0.54060	0.90151	0.60256	0.18357	e
0.92675	0.42801	0.92421	0.29183	0.75507	0.93097	0.88390	0.50472	0.92353	0.90507	0.51866	0.39058	0.90317	0.79720	0.66955	0.78760	0.93221	0.52752	0.62362	0.84282	0.58671	0.83452	0.53906	0.58401	0.94881	0.88320	0.34996	0.91209	0.89537	0.93273	0.93023	0.89992	0.93358	0.00253	0.00650	0.16333	0.83793	0.92959	0.78071	0.31837	0.92984	0.75988	0.69488	0.65295	0.66770	0.90756	0.58184	0.92597	0.61188	0.14867	e
0.94395	0.44152	0.93483	0.31321	0.78725	0.94801	0.88784	0.55882	0.94167	0.91861	0.51753	0.36997	0.92477	0.76650	0.68823	0.78200	0.94849	0.57306	0.64148	0.87652	0.64645	0.84471	0.59200	0.60929	0.96161	0.91028	0.36557	0.93401	0.92121	0.94954	0.94759	0.92477	0.95018	0.00240	0.00648	0.19616	0.87323	0.94648	0.80477	0.35450	0.94732	0.80231	0.70784	0.66546	0.65261	0.91857	0.61398	0.94435	0.60944	0.11901	e
0.95689	0.45598	0.94260	0.33181	0.81372	0.96081	0.88818	0.60962	0.95546	0.92926	0.51524	0.34520	0.94080	0.72216	0.70394	0.76891	0.96077	0.61163	0.66027	0.90226	0.69750	0.84756	0.63591	0.62948	0.97120	0.93096	0.38384	0.95046	0.94063	0.96214	0.96063	0.94346	0.96264	0.00232	0.00658	0.22981	0.90042	0.95921	0.82424	0.38625	0.96044	0.83598	0.71675	0.66843	0.63081	0.92105	0.63862	0.95815	0.59825	0.09469	e
0.96661	0.47096	0.94835	0.34763	0.83558	0.97043	0.88634	0.65562	0.96593	0.93768	0.51300	0.31913	0.95262	0.66921	0.71700	0.75046	0.97003	0.64371	0.67911	0.92190	0.74000	0.84495	0.67140	0.64572	0.97840	0.94668	0.40494	0.96280	0.95523	0.97159	0.97041	0.95751	0.97198	0.00230	0.00675	0.26305	0.92132	0.96880	0.83997	0.41374	0.97029	0.86256	0.72332	0.66405	0.60548	0.91591	0.65728	0.96851	0.58125	0.07518	e
0.97390	0.48595	0.95270	0.36075	0.85376	0.97764	0.88337	0.69613	0.97389	0.94436	0.51154	0.29365	0.96127	0.61261	0.72766	0.72852	0.97701	0.66993	0.69729	0.93687	0.77460	0.83855	0.69938	0.65894	0.98380	0.95861	0.42873	0.97206	0.96619	0.97868	0.97776	0.96807	0.97898	0.00232	0.00698	0.29490	0.93736	0.97603	0.85267	0.43731	0.97768	0.88350	0.72880	0.65424	0.57919	0.90439	0.67136	0.97629	0.56099	0.05976	e
0.97934	0.50052	0.95610	0.37135	0.86901	0.98306	0.88006	0.73105	0.97992	0.94966	0.51124	0.26991	0.96755	0.55629	0.73613	0.70460	0.98226	0.69100	0.71432	0.94831	0.80220	0.82974	0.72084	0.66987	0.98784	0.96762	0.45483	0.97900	0.97443	0.98400	0.98327	0.97600	0.98423	0.00238	0.00723	0.32474	0.94967	0.98147	0.86288	0.45746	0.98322	0.89998	0.73406	0.64063	0.55375	0.88810	0.68201	0.98212	0.53949	0.04768	e
0.98339	0.51430	0.95884	0.37964	0.88193	0.98713	0.87690	0.76069	0.98451	0.95385	0.51226	0.24849	0.97204	0.50286	0.74261	0.67983	0.98620	0.70762	0.72993	0.95707	0.82375	0.81963	0.73676	0.67907	0.99088	0.97440	0.48279	0.98421	0.98061	0.98799	0.98741	0.98196	0.98817	0.00249	0.00750	0.35223	0.95913	0.98558	0.87110	0.47469	0.98739	0.91297	0.73964	0.62452	0.53035	0.86875	0.69019	0.98650	0.51820	0.03828	e
0.98637	0.52704	0.96116	0.38585	0.89299	0.99018	0.87419	0.78552	0.98799	0.95715	0.51457	0.22958	0.97521	0.45380	0.74728	0.65497	0.98914	0.72047	0.74400	0.96382	0.84012	0.80906	0.74801	0.68695	0.99316	0.97947	0.51210	0.98811	0.98524	0.99098	0.99052	0.98643	0.99113	0.00263	0.00776	0.37729	0.96640	0.98868	0.87768	0.48954	0.99051	0.92326	0.74587	0.60689	0.50965	0.84803	0.69664	0.98979	0.49811	0.03100	e
0.98855	0.53857	0.96318	0.39023	0.90258	0.99247	0.87206	0.80613	0.99064	0.95973	0.51808	0.21313	0.97739	0.40971	0.75030	0.63051	0.99134	0.73012	0.75652	0.96906	0.85211	0.79863	0.75536	0.69384	0.99487	0.98322	0.54228	0.99104	0.98871	0.99323	0.99286	0.98979	0.99335	0.00280	0.00800	0.40002	0.97203	0.99102	0.88295	0.50248	0.99285	0.93146	0.75290	0.58846	0.49195	0.82738	0.70196	0.99225	0.47983	0.02539	e
0.99010	0.54879	0.96501	0.39300	0.91102	0.99419	0.87057	0.82311	0.99266	0.96170	0.52264	0.19896	0.97884	0.37061	0.75178	0.60669	0.99296	0.73708	0.76756	0.97318	0.86034	0.78873	0.75947	0.69997	0.99615	0.98596	0.57291	0.99323	0.99130	0.99491	0.99461	0.99231	0.99501	0.00301	0.00822	0.42064	0.97641	0.99279	0.88715	0.51394	0.99461	0.93808	0.76077	0.56972	0.47728	0.80791	0.70660	0.99410	0.46369	0.02107	e
0.99117	0.55767	0.96671	0.39435	0.91853	0.99548	0.86969	0.83701	0.99420	0.96317	0.52812	0.18684	0.97976	0.33619	0.75183	0.58358	0.99414	0.74177	0.77726	0.97648	0.86533	0.77960	0.76088	0.70551	0.99711	0.98789	0.60364	0.99487	0.99323	0.99617	0.99593	0.99420	0.99626	0.00326	0.00842	0.43944	0.97984	0.99413	0.89047	0.52430	0.99593	0.94349	0.76948	0.55097	0.46555	0.79043	0.71092	0.99548	0.44983	0.01775	e
0.99185	0.56523	0.96832	0.39446	0.92531	0.99644	0.86937	0.84834	0.99537	0.96422	0.53439	0.17649	0.98027	0.30593	0.75053	0.56113	0.99498	0.74453	0.78575	0.97917	0.86747	0.77137	0.76003	0.71060	0.99783	0.98920	0.63419	0.99610	0.99467	0.99712	0.99691	0.99562	0.99719	0.00356	0.00858	0.45676	0.98256	0.99514	0.89308	0.53388	0.99692	0.94800	0.77895	0.53237	0.45655	0.77544	0.71518	0.99652	0.43825	0.01522	e
0.99222	0.57149	0.96987	0.39346	0.93153	0.99717	0.86955	0.85754	0.99627	0.96489	0.54133	0.16763	0.98049	0.27927	0.74793	0.53921	0.99556	0.74564	0.79320	0.98141	0.86701	0.76407	0.75726	0.71535	0.99837	0.98998	0.66434	0.99702	0.99573	0.99783	0.99766	0.99669	0.99789	0.00390	0.00870	0.47294	0.98475	0.99591	0.89510	0.54297	0.99767	0.95185	0.78911	0.51397	0.45007	0.76322	0.71958	0.99729	0.42891	0.01328	e
0.99233	0.57653	0.97138	0.39145	0.93728	0.99771	0.87014	0.86498	0.99696	0.96524	0.54887	0.16003	0.98049	0.25562	0.74404	0.51766	0.99593	0.74530	0.79976	0.98334	0.86410	0.75769	0.75284	0.71986	0.99878	0.99032	0.69390	0.99771	0.99650	0.99836	0.99822	0.99749	0.99842	0.00429	0.00879	0.48832	0.98654	0.99649	0.89662	0.55179	0.99823	0.95521	0.79986	0.49574	0.44587	0.75388	0.72428	0.99787	0.42169	0.01181	e
0.99221	0.58041	0.97286	0.38854	0.94267	0.99811	0.87108	0.87098	0.99750	0.96528	0.55695	0.15345	0.98033	0.23446	0.73886	0.49628	0.99612	0.74367	0.80558	0.98502	0.85879	0.75218	0.74696	0.72418	0.99908	0.99025	0.72273	0.99822	0.99706	0.99876	0.99864	0.99809	0.99881	0.00476	0.00885	0.50320	0.98803	0.99693	0.89772	0.56054	0.99865	0.95821	0.81111	0.47762	0.44373	0.74740	0.72938	0.99830	0.41648	0.01070	e
0.99186	0.58321	0.97431	0.38477	0.94775	0.99842	0.87233	0.87582	0.99792	0.96505	0.56553	0.14769	0.98004	0.21532	0.73237	0.47489	0.99615	0.74087	0.81081	0.98654	0.85105	0.74749	0.73977	0.72840	0.99931	0.98978	0.75064	0.99860	0.99744	0.99905	0.99896	0.99855	0.99911	0.00530	0.00888	0.51787	0.98931	0.99726	0.89847	0.56939	0.99896	0.96097	0.82276	0.45950	0.44343	0.74367	0.73496	0.99862	0.41314	0.00987	e
0.99129	0.58499	0.97574	0.38022	0.95255	0.99864	0.87381	0.87972	0.99824	0.96454	0.57459	0.14258	0.97964	0.19781	0.72454	0.45334	0.99605	0.73698	0.81556	0.98792	0.84075	0.74354	0.73136	0.73255	0.99948	0.98890	0.77747	0.99888	0.99769	0.99928	0.99919	0.99889	0.99933	0.00594	0.00888	0.53255	0.99041	0.99752	0.89891	0.57846	0.99920	0.96355	0.83467	0.44129	0.44480	0.74253	0.74107	0.99885	0.41154	0.00925	e
0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	0.00167	e
0.03048	0.06313	0.17444	0.01088	0.03730	0.02741	0.11674	0.05375	0.04638	0.13407	0.05645	0.01151	0.01099	0.03537	0.06187	0.07051	0.05778	0.00456	0.17043	0.03001	0.00437	0.03774	0.01942	0.02066	0.11323	0.00596	0.02657	0.00402	0.00180	0.01287	0.01051	0.00595	0.01651	0.00324	0.00683	0.00823	0.01187	0.02817	0.03849	0.00260	0.03058	0.00976	0.02740	0.01012	0.04254	0.01661	0.00994	0.01984	0.04832	0.07486	e
0.07862	0.23411	0.35231	0.03147	0.13903	0.09248	0.29011	0.17927	0.14035	0.28535	0.16412	0.06614	0.02749	0.09997	0.21413	0.18877	0.14057	0.01277	0.33390	0.14586	0.01568	0.13365	0.18043	0.12351	0.21222	0.01665	0.15855	0.00802	0.00305	0.03323	0.02465	0.02801	0.05333	0.01895	0.04478	0.04095	0.02794	0.06578	0.13138	0.00923	0.11174	0.02545	0.11199	0.03029	0.11812	0.04549	0.03071	0.07840	0.11771	0.17906	e
0.14491	0.40741	0.50094	0.06971	0.26854	0.17900	0.44873	0.32705	0.25872	0.41924	0.28705	0.20980	0.05332	0.19439	0.38321	0.33789	0.23023	0.03274	0.47391	0.29685	0.04523	0.28649	0.36991	0.28706	0.28535	0.03731	0.33984	0.01292	0.00784	0.06496	0.04811	0.08861	0.10506	0.09680	0.16755	0.12596	0.04835	0.11756	0.25944	0.03344	0.23019	0.04582	0.24523	0.07382	0.22371	0.08324	0.06872	0.16075	0.19290	0.30427	e
0.22224	0.54854	0.61733	0.12846	0.38525	0.26364	0.57600	0.46031	0.37450	0.52809	0.40012	0.38124	0.08891	0.30729	0.52719	0.47967	0.31706	0.07384	0.58749	0.43266	0.10009	0.44019	0.52297	0.44241	0.32940	0.06941	0.49601	0.01797	0.02192	0.10516	0.08243	0.18684	0.15811	0.25132	0.33424	0.25149	0.07051	0.17888	0.38950	0.09099	0.35461	0.06955	0.38471	0.14519	0.34059	0.12208	0.12250	0.24190	0.26126	0.43081	e
0.30270	0.65792	0.70632	0.20486	0.47538	0.33550	0.67411	0.57028	0.47533	0.61403	0.49552	0.52840	0.13220	0.42363	0.64085	0.59785	0.39931	0.14254	0.67751	0.54191	0.17972	0.56896	0.64031	0.57024	0.34878	0.11315	0.61815	0.02290	0.05347	0.14768	0.12457	0.29987	0.20458	0.41377	0.48586	0.38390	0.09257	0.24135	0.50520	0.18405	0.46776	0.09818	0.50805	0.23544	0.45255	0.15673	0.18613	0.31145	0.31805	0.54449	e
0.38025	0.74139	0.77359	0.29173	0.53708	0.39158	0.74838	0.65812	0.55790	0.68105	0.57278	0.64371	0.17933	0.53152	0.72831	0.69139	0.47666	0.23498	0.74809	0.62544	0.27617	0.67048	0.72919	0.67083	0.35057	0.16795	0.71139	0.02770	0.10658	0.18650	0.16845	0.40807	0.24132	0.55054	0.60799	0.50306	0.11388	0.29828	0.60217	0.29610	0.56399	0.13392	0.60975	0.33131	0.55160	0.18439	0.25290	0.36690	0.36322	0.63999	e
0.45119	0.80469	0.82403	0.38115	0.57255	0.43248	0.80380	0.72739	0.62284	0.73290	0.63393	0.73170	0.22640	0.62495	0.79490	0.76384	0.54851	0.33902	0.80314	0.68700	0.37844	0.74871	0.79625	0.74863	0.34147	0.23200	0.78196	0.03248	0.17651	0.21751	0.20799	0.50218	0.26773	0.65815	0.70264	0.60266	0.13461	0.34576	0.68103	0.40843	0.64317	0.17846	0.69092	0.42307	0.63552	0.20418	0.31758	0.40915	0.39864	0.71731	e
0.51370	0.85255	0.86159	0.46688	0.58556	0.46024	0.84443	0.78175	0.67220	0.77263	0.68167	0.79824	0.27049	0.70249	0.84535	0.81938	0.61398	0.44238	0.84592	0.73077	0.47708	0.80838	0.84675	0.80834	0.32660	0.30186	0.83517	0.03740	0.25351	0.23882	0.23903	0.57972	0.28452	0.74084	0.77491	0.68291	0.15532	0.38198	0.74413	0.50997	0.70722	0.23223	0.75461	0.50561	0.70487	0.21656	0.37696	0.44047	0.42677	0.77860	e
0.56723	0.88867	0.88935	0.54504	0.58064	0.47723	0.87340	0.82435	0.70829	0.80263	0.71860	0.84837	0.30992	0.76518	0.88347	0.86174	0.67235	0.53710	0.87910	0.76075	0.56621	0.85362	0.88476	0.85396	0.30946	0.37327	0.87522	0.04263	0.32877	0.25042	0.25967	0.64138	0.29317	0.80375	0.82973	0.74626	0.17658	0.40654	0.79411	0.59658	0.75862	0.29403	0.80406	0.57712	0.76134	0.22276	0.42950	0.46356	0.45000	0.82658	e
0.61204	0.91592	0.90964	0.61382	0.56260	0.48579	0.89305	0.85775	0.73336	0.82476	0.74699	0.88609	0.34408	0.81500	0.91222	0.89395	0.72324	0.61953	0.90478	0.78060	0.64324	0.88782	0.91335	0.88874	0.29227	0.44219	0.90529	0.04835	0.39678	0.25360	0.26991	0.68913	0.29552	0.85139	0.87117	0.79564	0.19882	0.41995	0.83344	0.66797	0.79975	0.36118	0.84219	0.63765	0.80688	0.22430	0.47482	0.48094	0.47037	0.86385	e
0.64885	0.93645	0.92428	0.67278	0.53604	0.48800	0.90514	0.88395	0.74937	0.84045	0.76866	0.91443	0.37304	0.85414	0.93389	0.91841	0.76670	0.68889	0.92462	0.79359	0.70782	0.91361	0.93485	0.91521	0.27633	0.50556	0.92785	0.05475	0.45504	0.25036	0.27102	0.72523	0.29353	0.88736	0.90244	0.83382	0.22219	0.42337	0.86423	0.72557	0.83265	0.43025	0.87142	0.68817	0.84336	0.22265	0.51323	0.49473	0.48948	0.89264	e
0.67857	0.95192	0.93462	0.72236	0.50492	0.48561	0.91097	0.90452	0.75801	0.85085	0.78506	0.93572	0.39727	0.88467	0.95021	0.93698	0.80316	0.74597	0.93993	0.80251	0.76082	0.93302	0.95101	0.93533	0.26234	0.56159	0.94473	0.06200	0.50301	0.24283	0.26495	0.75190	0.28904	0.91447	0.92600	0.86317	0.24662	0.41840	0.88825	0.77137	0.85901	0.49787	0.89368	0.72996	0.87245	0.21912	0.54541	0.50650	0.50847	0.91481	e
0.70221	0.96358	0.94173	0.76343	0.47240	0.48011	0.91155	0.92068	0.76071	0.85688	0.79731	0.95170	0.41741	0.90833	0.96249	0.95107	0.83329	0.79221	0.95171	0.80953	0.80369	0.94763	0.96316	0.95060	0.25061	0.60952	0.95734	0.07026	0.54128	0.23294	0.25380	0.77113	0.28365	0.93488	0.94373	0.88563	0.27182	0.40682	0.90694	0.80742	0.88021	0.56141	0.91052	0.76435	0.89554	0.21472	0.57220	0.51734	0.52804	0.93184	e
0.72072	0.97235	0.94638	0.79705	0.44073	0.47265	0.90768	0.93338	0.75870	0.85930	0.80623	0.96371	0.43413	0.92659	0.97173	0.96176	0.85786	0.82924	0.96078	0.81621	0.83797	0.95863	0.97229	0.96219	0.24117	0.64939	0.96671	0.07965	0.57094	0.22224	0.23953	0.78464	0.27862	0.95020	0.95706	0.90277	0.29739	0.39049	0.92142	0.83554	0.89729	0.61917	0.92315	0.79256	0.91381	0.21019	0.59443	0.52790	0.54853	0.94488	e
0.73499	0.97895	0.94918	0.82429	0.41139	0.46416	0.90006	0.94336	0.75302	0.85879	0.81246	0.97272	0.44805	0.94063	0.97868	0.96988	0.87766	0.85863	0.96774	0.82349	0.86515	0.96692	0.97916	0.97098	0.23394	0.68167	0.97365	0.09025	0.59329	0.21186	0.22374	0.79384	0.27486	0.96170	0.96707	0.91584	0.32286	0.37112	0.93263	0.85734	0.91111	0.67032	0.93251	0.81569	0.92823	0.20603	0.61292	0.53849	0.56995	0.95486	e
0.74584	0.98392	0.95062	0.84615	0.38522	0.45530	0.88932	0.95121	0.74454	0.85592	0.81650	0.97948	0.45968	0.95139	0.98390	0.97605	0.89346	0.88180	0.97307	0.83178	0.88656	0.97319	0.98431	0.97764	0.22872	0.70712	0.97875	0.10207	0.60961	0.20252	0.20762	0.79991	0.27301	0.97030	0.97458	0.92581	0.34777	0.35021	0.94127	0.87412	0.92232	0.71470	0.93931	0.83462	0.93956	0.20255	0.62834	0.54921	0.59208	0.96248	e
0.75396	0.98766	0.95104	0.86356	0.36260	0.44657	0.87607	0.95737	0.73404	0.85123	0.81874	0.98455	0.46947	0.95961	0.98783	0.98074	0.90592	0.89995	0.97715	0.84112	0.90331	0.97794	0.98819	0.98269	0.22529	0.72657	0.98246	0.11506	0.62109	0.19466	0.19203	0.80378	0.27342	0.97672	0.98020	0.93343	0.37170	0.32894	0.94792	0.88696	0.93143	0.75262	0.94414	0.85013	0.94844	0.19989	0.64131	0.55999	0.61458	0.96829	e
0.75992	0.99047	0.95073	0.87728	0.34357	0.43830	0.86093	0.96220	0.72218	0.84520	0.81949	0.98836	0.47777	0.96586	0.99078	0.98431	0.91564	0.91407	0.98027	0.85129	0.91635	0.98158	0.99111	0.98651	0.22338	0.74088	0.98512	0.12910	0.62876	0.18849	0.17748	0.80615	0.27623	0.98150	0.98441	0.93927	0.39430	0.30821	0.95302	0.89673	0.93886	0.78462	0.94744	0.86284	0.95537	0.19811	0.65231	0.57069	0.63703	0.97271	e
0.76423	0.99258	0.94991	0.88801	0.32797	0.43069	0.84446	0.96597	0.70950	0.83825	0.81902	0.99122	0.48485	0.97060	0.99300	0.98703	0.92312	0.92498	0.98264	0.86194	0.92644	0.98438	0.99330	0.98940	0.22276	0.75085	0.98698	0.14399	0.63352	0.18405	0.16428	0.80755	0.28140	0.98503	0.98754	0.94378	0.41532	0.28865	0.95691	0.90410	0.94492	0.81136	0.94955	0.87326	0.96076	0.19717	0.66171	0.58114	0.65901	0.97607	e
0.76727	0.99417	0.94874	0.89629	0.31551	0.42387	0.82723	0.96892	0.69650	0.83075	0.81758	0.99336	0.49095	0.97417	0.99467	0.98910	0.92878	0.93335	0.98444	0.87269	0.93419	0.98656	0.99494	0.99158	0.22316	0.75725	0.98825	0.15950	0.63611	0.18129	0.15254	0.80839	0.28878	0.98762	0.98987	0.94728	0.43461	0.27065	0.95987	0.90964	0.94988	0.83354	0.95074	0.88181	0.96492	0.19699	0.66982	0.59117	0.68015	0.97861	e
0.76935	0.99536	0.94736	0.90260	0.30583	0.41787	0.80973	0.97122	0.68354	0.82300	0.81538	0.99497	0.49626	0.97685	0.99592	0.99068	0.93297	0.93971	0.98580	0.88322	0.94010	0.98826	0.99618	0.99323	0.22437	0.76073	0.98907	0.17537	0.63713	0.18008	0.14228	0.80891	0.29810	0.98952	0.99159	0.95004	0.45206	0.25441	0.96212	0.91376	0.95395	0.85182	0.95125	0.88883	0.96811	0.19747	0.67687	0.60063	0.70016	0.98053	e
0.77073	0.99625	0.94586	0.90733	0.29855	0.41269	0.79240	0.97300	0.67094	0.81525	0.81261	0.99617	0.50091	0.97885	0.99686	0.99188	0.93598	0.94449	0.98683	0.89326	0.94457	0.98961	0.99711	0.99447	0.22618	0.76190	0.98956	0.19133	0.63706	0.18024	0.13343	0.80931	0.30904	0.99088	0.99286	0.95222	0.46766	0.24000	0.96381	0.91680	0.95727	0.86680	0.95123	0.89459	0.97054	0.19851	0.68303	0.60942	0.71883	0.98197	e
