0.803921569,0.196078431,0.196078431,0.882352941,0.843137255,0.843137255,0.196078431,0.764705882,0.843137255,0.823529412,0.176470588,0.156862745,0.823529412,0.235294118,0.31372549,0.117647059,0.862745098,0.764705882,0.274509804,0.823529412,0.137254902,0.117647059,0.176470588,0.137254902,0.823529412,0.882352941,0.176470588,0.862745098,0.803921569,0.764705882,0.843137255,0.843137255,0.882352941,0.235294118,0.117647059,0.176470588,0.862745098,0.823529412,0.176470588,0.196078431,0.803921569,0.901960784,0.705882353,0.31372549,0.235294118,0.137254902,0.137254902,0.862745098,0.215686275,0.156862745
0.176470588,0.784313725,0.784313725,0.176470588,0.137254902,0.196078431,0.784313725,0.235294118,0.176470588,0.274509804,0.784313725,0.901960784,0.176470588,0.784313725,0.862745098,0.843137255,0.137254902,0.274509804,0.784313725,0.254901961,0.843137255,0.862745098,0.784313725,0.666666667,0.156862745,0.215686275,0.823529412,0.156862745,0.196078431,0.215686275,0.196078431,0.196078431,0.215686275,0.843137255,0.862745098,0.843137255,0.254901961,0.803921569,0.882352941,0.764705882,0.803921569,0.745098039,0.843137255,0.745098039,0.196078431,0.156862745,0.176470588,0.843137255,0.137254902,0.215686275
0.137254902,0.784313725,0.784313725,0.156862745,0.176470588,0.196078431,0.764705882,0.196078431,0.843137255,0.803921569,0.705882353,0.823529412,0.803921569,0.156862745,0.196078431,0.156862745,0.843137255,0.745098039,0.196078431,0.784313725,0.215686275,0.215686275,0.137254902,0.254901961,0.901960784,0.803921569,0.254901961,0.725490196,0.764705882,0.784313725,0.784313725,0.764705882,0.862745098,0.156862745,0.196078431,0.235294118,0.784313725,0.803921569,0.254901961,0.078431373,0.843137255,0.843137255,0.745098039,0.176470588,0.196078431,0.098039216,0.235294118,0.803921569,0.156862745,0.215686275
0.215686275,0.862745098,0.764705882,0.274509804,0.254901961,0.215686275,0.784313725,0.176470588,0.156862745,0.215686275,0.803921569,0.882352941,0.215686275,0.784313725,0.823529412,0.862745098,0.254901961,0.215686275,0.862745098,0.254901961,0.823529412,0.725490196,0.705882353,0.843137255,0.235294118,0.254901961,0.725490196,0.176470588,0.215686275,0.215686275,0.137254902,0.156862745,0.196078431,0.784313725,0.823529412,0.862745098,0.176470588,0.176470588,0.784313725,0.901960784,0.176470588,0.117647059,0.37254902,0.862745098,0.843137255,0.882352941,0.764705882,0.196078431,0.803921569,0.843137255
0.117647059,0.921568627,0.235294118,0.764705882,0.137254902,0.803921569,0.215686275,0.176470588,0.843137255,0.176470588,0.137254902,0.803921569,0.803921569,0.784313725,0.215686275,0.196078431,0.882352941,0.176470588,0.882352941,0.823529412,0.215686275,0.803921569,0.764705882,0.274509804,0.235294118,0.196078431,0.254901961,0.235294118,0.803921569,0.862745098,0.215686275,0.235294118,0.803921569,0.823529412,0.254901961,0.803921569,0.764705882,0.784313725,0.843137255,0.31372549,0.803921569,0.117647059,0.764705882,0.215686275,0.725490196,0.235294118,0.843137255,0.156862745,0.823529412,0.254901961
0.823529412,0.176470588,0.784313725,0.254901961,0.725490196,0.176470588,0.823529412,0.862745098,0.235294118,0.745098039,0.745098039,0.176470588,0.294117647,0.254901961,0.843137255,0.68627451,0.156862745,0.843137255,0.196078431,0.196078431,0.803921569,0.137254902,0.235294118,0.882352941,0.803921569,0.882352941,0.764705882,0.803921569,0.235294118,0.196078431,0.823529412,0.823529412,0.058823529,0.215686275,0.725490196,0.823529412,0.901960784,0.784313725,0.764705882,0.725490196,0.764705882,0.156862745,0.31372549,0.196078431,0.235294118,0.176470588,0.235294118,0.176470588,0.176470588,0.176470588
0.784313725,0.254901961,0.745098039,0.235294118,0.843137255,0.196078431,0.764705882,0.745098039,0.098039216,0.156862745,0.098039216,0.215686275,0.784313725,0.803921569,0.078431373,0.274509804,0.823529412,0.156862745,0.803921569,0.803921569,0.176470588,0.803921569,0.803921569,0.333333333,0.117647059,0.176470588,0.235294118,0.176470588,0.803921569,0.901960784,0.196078431,0.274509804,0.725490196,0.68627451,0.196078431,0.784313725,0.784313725,0.803921569,0.764705882,0.215686275,0.803921569,0.274509804,0.862745098,0.254901961,0.803921569,0.156862745,0.725490196,0.137254902,0.784313725,0.117647059
0.764705882,0.137254902,0.843137255,0.196078431,0.725490196,0.254901961,0.843137255,0.843137255,0.215686275,0.784313725,0.803921569,0.215686275,0.078431373,0.176470588,0.843137255,0.764705882,0.254901961,0.62745098,0.137254902,0.176470588,0.68627451,0.176470588,0.176470588,0.862745098,0.921568627,0.764705882,0.921568627,0.823529412,0.196078431,0.215686275,0.843137255,0.882352941,0.31372549,0.137254902,0.784313725,0.078431373,0.098039216,0.215686275,0.215686275,0.784313725,0.352941176,0.941176471,0.156862745,0.862745098,0.254901961,0.764705882,0.176470588,0.725490196,0.215686275,0.823529412
0.235294118,0.274509804,0.823529412,0.235294118,0.725490196,0.784313725,0.843137255,0.176470588,0.862745098,0.137254902,0.764705882,0.254901961,0.764705882,0.784313725,0.31372549,0.215686275,0.725490196,0.725490196,0.823529412,0.235294118,0.784313725,0.215686275,0.176470588,0.196078431,0.137254902,0.215686275,0.196078431,0.803921569,0.764705882,0.764705882,0.137254902,0.176470588,0.803921569,0.137254902,0.843137255,0.176470588,0.784313725,0.843137255,0.823529412,0.803921569,0.274509804,0.882352941,0.176470588,0.274509804,0.098039216,0.843137255,0.941176471,0.745098039,0.235294118,0.117647059
0.862745098,0.823529412,0.274509804,0.745098039,0.098039216,0.176470588,0.215686275,0.803921569,0.274509804,0.745098039,0.215686275,0.862745098,0.176470588,0.176470588,0.803921569,0.901960784,0.156862745,0.31372549,0.176470588,0.705882353,0.215686275,0.784313725,0.215686275,0.274509804,0.098039216,0.215686275,0.196078431,0.901960784,0.764705882,0.823529412,0.803921569,0.745098039,0.823529412,0.843137255,0.901960784,0.843137255,0.235294118,0.176470588,0.31372549,0.254901961,0.823529412,0.215686275,0.803921569,0.803921569,0.901960784,0.235294118,0.156862745,0.333333333,0.666666667,0.823529412
